age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,y
50,technician,married,primary,0,-315,0,1,cellular,173,1,unknown,0
52,technician,married,secondary,0,786,0,0,cellular,310,1,unknown,0
59,blue-collar,divorced,primary,0,1,0,1,cellular,214,1,unknown,0
33,entrepreneur,divorced,tertiary,0,37,0,1,cellular,1082,1,unknown,1
53,services,divorced,primary,0,0,0,1,cellular,206,1,unknown,0
26,management,single,tertiary,0,8303,0,0,cellular,143,2,unknown,0
45,management,divorced,tertiary,0,854,0,1,cellular,730,1,unknown,1
56,admin.,single,secondary,0,-273,0,0,cellular,119,2,unknown,0
41,blue-collar,married,primary,0,-692,1,0,cellular,125,2,unknown,0
35,self-employed,married,tertiary,1,28,0,1,cellular,259,1,unknown,0
55,retired,married,secondary,0,971,0,1,cellular,154,1,unknown,0
28,management,married,tertiary,0,3694,0,1,cellular,70,2,unknown,0
60,retired,married,secondary,0,1141,0,1,cellular,211,2,unknown,0
35,entrepreneur,single,tertiary,1,793,0,1,cellular,163,1,unknown,0
51,retired,married,secondary,0,35,0,1,cellular,123,4,unknown,0
36,services,married,secondary,0,30,0,1,cellular,716,5,unknown,1
34,admin.,single,secondary,0,280,0,0,cellular,86,2,unknown,0
33,services,single,secondary,0,0,0,0,cellular,116,2,unknown,0
30,services,married,secondary,0,2261,1,1,cellular,250,2,unknown,0
35,blue-collar,married,primary,0,46,0,0,cellular,338,3,unknown,0
56,retired,married,secondary,0,307,0,1,cellular,175,1,unknown,0
56,housemaid,married,primary,0,306,0,1,cellular,212,1,unknown,0
49,admin.,married,secondary,0,13229,0,1,telephone,77,2,unknown,0
41,technician,single,secondary,0,-3,0,0,cellular,413,1,unknown,0
57,technician,married,primary,0,4442,0,0,cellular,97,6,unknown,0
33,housemaid,married,primary,0,1,1,0,cellular,135,1,unknown,0
29,blue-collar,married,secondary,0,-478,0,1,cellular,528,2,unknown,0
36,unemployed,married,secondary,0,356,0,0,cellular,361,1,unknown,0
29,technician,single,secondary,0,290,1,1,cellular,293,1,unknown,0
45,services,married,secondary,0,1343,0,1,cellular,220,1,unknown,0
26,blue-collar,single,secondary,1,81,0,1,cellular,803,2,unknown,1
51,services,married,secondary,0,272,0,1,cellular,217,1,unknown,0
46,blue-collar,divorced,primary,0,2775,0,1,cellular,188,1,unknown,0
29,technician,single,secondary,0,359,1,0,cellular,604,1,unknown,0
52,blue-collar,single,secondary,0,288,1,0,cellular,159,2,unknown,0
45,admin.,married,secondary,0,3493,1,0,cellular,498,1,unknown,0
30,admin.,single,secondary,0,1249,0,0,cellular,220,4,unknown,0
33,services,married,secondary,0,0,0,1,cellular,285,1,unknown,0
29,self-employed,single,tertiary,0,0,1,0,cellular,231,1,unknown,0
36,unemployed,divorced,secondary,0,5,1,0,cellular,305,1,unknown,0
60,retired,divorced,secondary,0,598,0,1,cellular,96,1,unknown,0
35,services,single,primary,0,790,0,0,cellular,221,1,unknown,0
33,management,single,tertiary,0,0,1,0,cellular,454,1,unknown,0
36,services,married,primary,0,795,0,1,cellular,215,2,unknown,0
28,blue-collar,married,secondary,0,1296,1,1,cellular,764,5,unknown,0
39,housemaid,divorced,secondary,0,188,0,0,cellular,163,1,unknown,0
36,technician,single,secondary,0,0,0,0,cellular,121,1,unknown,0
43,services,married,secondary,0,-392,0,1,cellular,185,1,unknown,0
47,technician,married,secondary,0,0,1,0,cellular,297,1,unknown,0
25,services,single,secondary,0,628,0,0,cellular,266,1,unknown,0
34,admin.,married,secondary,0,233,1,1,cellular,303,1,unknown,0
60,management,married,secondary,0,725,1,0,cellular,266,1,unknown,0
25,blue-collar,single,secondary,0,0,0,0,telephone,112,1,unknown,0
52,management,married,unknown,0,414,1,0,cellular,424,1,unknown,0
30,admin.,divorced,secondary,0,4,0,0,cellular,61,3,unknown,0
38,housemaid,married,secondary,0,1508,0,1,cellular,306,2,unknown,0
54,blue-collar,married,primary,0,175,0,1,cellular,1027,1,unknown,0
31,blue-collar,married,secondary,0,152,1,1,cellular,831,1,unknown,1
29,services,single,secondary,0,-32,0,1,cellular,510,1,unknown,0
37,blue-collar,divorced,secondary,0,277,0,1,cellular,338,2,unknown,0
28,management,single,tertiary,0,882,0,1,cellular,107,2,unknown,0
51,services,single,unknown,0,415,0,0,cellular,210,2,unknown,0
55,technician,married,secondary,0,477,0,0,cellular,138,1,unknown,0
52,blue-collar,married,secondary,0,380,1,1,cellular,58,1,unknown,0
55,unemployed,married,secondary,0,-246,0,1,cellular,305,2,unknown,0
25,admin.,married,secondary,0,142,1,0,cellular,312,2,unknown,0
34,technician,single,secondary,1,-2,0,1,cellular,283,1,unknown,0
59,management,married,tertiary,0,96,0,1,cellular,55,1,unknown,0
28,admin.,single,secondary,0,-126,0,1,cellular,360,4,unknown,0
58,blue-collar,married,secondary,0,279,0,0,cellular,327,5,unknown,0
45,technician,divorced,secondary,0,146,0,0,cellular,216,1,unknown,0
60,management,married,secondary,0,49,0,1,cellular,76,2,unknown,0
29,services,single,secondary,0,9,0,1,cellular,202,2,unknown,0
55,unemployed,married,primary,0,1221,0,1,cellular,108,1,unknown,0
54,blue-collar,married,secondary,0,1063,0,1,cellular,194,3,unknown,0
34,admin.,married,tertiary,0,434,0,0,cellular,165,3,unknown,0
27,self-employed,single,tertiary,0,108,0,1,cellular,141,2,unknown,0
50,blue-collar,married,secondary,0,1293,0,1,cellular,82,1,unknown,0
38,blue-collar,single,secondary,0,10,0,0,cellular,84,3,unknown,0
52,technician,married,secondary,0,3554,0,1,cellular,89,1,unknown,0
59,retired,divorced,tertiary,0,439,0,1,cellular,136,1,unknown,0
49,blue-collar,married,secondary,0,1838,1,0,cellular,203,1,unknown,0
44,management,married,tertiary,0,0,0,0,cellular,54,2,unknown,0
35,admin.,single,secondary,0,57,0,1,cellular,632,2,unknown,0
28,management,single,unknown,0,81,0,1,cellular,158,1,unknown,0
43,blue-collar,divorced,primary,0,328,0,1,cellular,192,1,unknown,0
31,admin.,single,secondary,1,4,1,1,cellular,144,1,unknown,0
42,entrepreneur,married,tertiary,0,2476,1,0,cellular,251,1,unknown,0
28,management,single,tertiary,0,1252,1,1,cellular,319,4,unknown,0
38,technician,married,secondary,0,0,0,0,cellular,635,1,unknown,1
52,technician,married,secondary,1,0,0,0,cellular,584,2,unknown,0
57,blue-collar,married,secondary,0,75,0,0,cellular,157,8,unknown,0
30,blue-collar,married,primary,0,307,1,1,cellular,117,2,unknown,0
27,services,single,secondary,0,167,0,1,cellular,606,2,unknown,0
28,admin.,single,secondary,0,19,0,0,cellular,78,4,unknown,0
31,management,married,secondary,0,-329,1,0,cellular,119,3,unknown,0
32,blue-collar,divorced,secondary,0,-299,1,0,cellular,192,2,unknown,0
40,management,married,tertiary,0,2840,1,0,cellular,1720,4,unknown,0
45,technician,married,secondary,0,1477,1,0,cellular,355,1,unknown,0
38,admin.,single,secondary,0,0,0,0,cellular,452,3,unknown,0
52,admin.,married,secondary,0,350,0,1,cellular,460,2,unknown,0
56,blue-collar,single,secondary,0,663,0,1,cellular,819,3,unknown,1
31,blue-collar,single,primary,0,485,0,1,cellular,447,2,unknown,0
42,blue-collar,married,secondary,1,-29,0,1,cellular,294,2,unknown,0
32,housemaid,married,primary,0,0,0,0,telephone,63,3,unknown,0
35,services,married,secondary,0,629,0,1,cellular,518,2,unknown,0
37,blue-collar,married,primary,0,89,0,1,telephone,336,4,unknown,0
45,blue-collar,single,tertiary,0,-243,0,1,cellular,171,2,unknown,0
58,management,married,tertiary,0,913,0,1,cellular,326,6,unknown,0
30,self-employed,married,secondary,0,57,0,1,cellular,55,2,unknown,0
48,admin.,married,secondary,0,-509,0,1,cellular,302,3,unknown,0
28,technician,single,secondary,0,31,0,0,cellular,323,2,unknown,0
54,blue-collar,married,primary,0,-16,0,1,telephone,346,2,unknown,0
36,blue-collar,single,secondary,0,110,0,0,cellular,291,2,unknown,0
41,blue-collar,single,secondary,0,-329,0,1,cellular,426,3,unknown,0
25,technician,divorced,secondary,0,86,0,1,cellular,483,2,unknown,0
33,services,single,secondary,0,969,0,0,telephone,107,3,unknown,0
49,blue-collar,single,primary,0,1040,0,0,cellular,474,2,unknown,0
39,admin.,married,secondary,0,7711,1,0,cellular,289,1,unknown,0
30,technician,single,secondary,0,137,0,1,cellular,517,2,unknown,0
59,retired,married,primary,0,468,1,0,telephone,71,1,unknown,0
54,technician,married,tertiary,0,758,1,1,cellular,554,1,unknown,0
57,management,married,tertiary,0,5,1,0,cellular,96,1,unknown,0
60,management,married,tertiary,0,0,1,0,cellular,59,1,unknown,0
32,admin.,married,secondary,0,-1,0,0,cellular,228,2,unknown,0
29,management,single,tertiary,0,640,0,0,cellular,150,2,unknown,0
27,blue-collar,married,secondary,0,-59,0,1,cellular,154,3,unknown,0
26,admin.,single,secondary,0,102,0,1,cellular,658,2,unknown,1
41,blue-collar,married,primary,0,17,0,0,cellular,117,3,unknown,0
26,technician,single,secondary,0,0,0,0,cellular,362,2,unknown,0
40,admin.,married,secondary,0,1011,1,0,cellular,145,12,unknown,0
26,technician,married,secondary,0,370,0,1,cellular,1061,4,unknown,1
47,technician,married,secondary,0,-107,0,0,cellular,236,2,unknown,0
36,management,married,tertiary,0,2309,1,0,cellular,268,2,unknown,0
57,blue-collar,married,primary,0,0,0,0,cellular,237,3,unknown,0
51,technician,married,secondary,0,313,0,1,cellular,378,1,unknown,0
60,management,married,secondary,0,164,0,1,cellular,171,1,unknown,0
41,blue-collar,divorced,unknown,0,19,0,1,cellular,514,5,unknown,0
26,blue-collar,single,secondary,0,-128,0,1,cellular,392,2,unknown,0
34,blue-collar,married,secondary,0,123,1,0,cellular,218,3,unknown,0
29,admin.,single,secondary,0,-37,1,0,cellular,21,35,unknown,0
54,housemaid,married,primary,0,8,0,1,telephone,116,2,unknown,0
27,management,married,tertiary,0,5262,0,1,cellular,201,9,unknown,0
35,retired,married,primary,0,329,0,1,cellular,520,3,unknown,0
59,management,married,tertiary,0,1726,0,1,cellular,137,3,unknown,0
30,technician,single,secondary,0,77,0,1,cellular,82,4,unknown,0
25,blue-collar,single,secondary,0,189,0,1,cellular,687,2,unknown,1
47,blue-collar,married,primary,0,-406,0,1,telephone,243,5,unknown,0
27,services,married,secondary,0,202,1,0,telephone,212,2,unknown,0
45,admin.,divorced,unknown,0,857,0,0,telephone,49,7,unknown,0
28,blue-collar,married,primary,0,420,0,1,telephone,65,3,unknown,0
45,admin.,married,secondary,0,0,1,0,cellular,376,1,unknown,0
36,management,single,tertiary,0,-74,1,1,cellular,476,2,unknown,0
37,blue-collar,married,secondary,0,128,1,0,telephone,379,3,unknown,0
32,management,single,tertiary,0,191,0,0,cellular,141,4,unknown,0
44,blue-collar,married,primary,0,1139,0,1,cellular,155,2,unknown,0
27,admin.,single,secondary,1,-110,0,1,cellular,90,2,unknown,0
25,blue-collar,single,secondary,0,224,0,1,telephone,17,4,unknown,0
30,services,single,secondary,0,245,0,1,cellular,187,2,unknown,0
26,housemaid,married,primary,0,158,0,1,cellular,416,4,unknown,0
39,self-employed,married,primary,0,1551,0,0,telephone,389,7,unknown,0
27,services,single,secondary,0,-151,0,0,cellular,283,2,unknown,0
41,blue-collar,married,primary,0,-516,0,1,telephone,554,3,unknown,0
28,entrepreneur,single,tertiary,0,283,1,0,cellular,22,3,unknown,0
42,services,married,secondary,0,-1,1,0,cellular,38,2,unknown,0
41,blue-collar,married,secondary,0,97,0,1,cellular,212,2,unknown,0
26,blue-collar,single,primary,0,16,0,1,cellular,249,2,unknown,0
29,technician,single,tertiary,0,313,0,1,cellular,227,2,unknown,0
44,self-employed,married,secondary,0,5068,0,0,cellular,256,2,unknown,0
55,admin.,married,secondary,0,859,0,0,telephone,153,1,unknown,0
49,technician,married,secondary,0,0,0,1,cellular,120,3,unknown,0
34,blue-collar,married,primary,0,567,0,1,cellular,241,3,unknown,0
27,admin.,single,secondary,0,13,1,0,telephone,103,1,unknown,0
56,blue-collar,married,secondary,0,339,0,0,telephone,114,3,unknown,0
60,housemaid,married,secondary,0,874,0,0,cellular,861,3,unknown,0
59,retired,married,primary,0,21,0,0,telephone,127,3,unknown,0
59,admin.,married,secondary,0,302,0,1,cellular,250,2,unknown,0
32,services,married,secondary,0,61,1,0,cellular,529,5,unknown,0
28,blue-collar,married,primary,0,-469,1,0,cellular,244,3,unknown,0
58,management,married,tertiary,0,136,1,0,cellular,199,1,unknown,0
41,blue-collar,married,secondary,0,232,0,0,telephone,104,3,unknown,0
49,technician,married,secondary,0,177,1,1,cellular,191,1,unknown,0
47,management,married,tertiary,0,1890,0,0,cellular,161,1,unknown,0
43,technician,married,secondary,0,48,1,0,cellular,89,1,unknown,0
46,admin.,married,secondary,0,-121,1,1,cellular,214,4,unknown,0
56,technician,married,secondary,0,61,0,1,cellular,75,1,unknown,0
33,management,married,tertiary,0,6,1,0,cellular,1111,1,unknown,0
52,management,married,secondary,0,4873,0,0,cellular,99,9,unknown,0
34,admin.,divorced,secondary,0,145,0,0,cellular,183,5,unknown,0
32,blue-collar,married,secondary,0,4,1,1,cellular,173,1,unknown,0
32,blue-collar,single,secondary,0,123,1,0,cellular,329,4,unknown,0
30,blue-collar,married,primary,0,374,1,0,cellular,225,2,unknown,0
47,blue-collar,married,secondary,0,125,0,0,cellular,210,2,unknown,0
49,services,married,secondary,0,884,1,0,telephone,201,3,unknown,0
57,services,married,tertiary,0,10,0,0,telephone,320,3,unknown,0
42,admin.,married,secondary,0,0,1,0,cellular,1011,1,unknown,0
52,retired,married,secondary,0,49,0,1,telephone,280,5,unknown,0
38,self-employed,married,primary,0,618,0,0,cellular,184,1,unknown,0
27,management,single,tertiary,0,154,0,1,cellular,75,1,unknown,0
32,management,single,tertiary,0,611,1,1,cellular,353,1,unknown,0
41,services,divorced,secondary,0,0,1,0,cellular,126,1,unknown,0
36,blue-collar,married,secondary,0,199,1,0,cellular,183,1,unknown,0
43,management,divorced,tertiary,0,0,0,0,cellular,134,1,unknown,0
58,retired,married,tertiary,0,941,0,1,cellular,254,1,unknown,0
34,blue-collar,married,secondary,1,1,1,0,cellular,394,1,unknown,0
40,admin.,married,secondary,0,275,1,0,cellular,139,1,unknown,0
38,blue-collar,married,secondary,0,121,1,1,cellular,80,2,unknown,0
34,services,married,primary,0,31,0,1,cellular,53,3,unknown,0
44,technician,married,tertiary,0,-948,1,1,cellular,129,2,unknown,0
44,management,married,tertiary,0,773,0,1,cellular,618,1,unknown,0
47,services,married,secondary,0,0,1,0,telephone,250,1,unknown,0
31,services,married,secondary,0,1,1,0,cellular,82,1,unknown,0
41,technician,married,secondary,0,112,1,0,cellular,158,1,unknown,0
57,technician,married,secondary,0,950,1,0,cellular,1272,1,unknown,0
53,technician,married,tertiary,0,673,1,0,cellular,182,1,unknown,0
50,technician,married,secondary,0,20,1,0,cellular,95,1,unknown,0
46,technician,married,secondary,0,152,0,0,cellular,72,1,unknown,0
44,blue-collar,married,secondary,0,233,0,1,cellular,150,3,unknown,0
42,management,married,tertiary,0,0,1,0,cellular,98,1,unknown,0
43,unknown,married,primary,0,0,1,0,cellular,132,1,unknown,0
37,admin.,single,secondary,0,1003,0,0,cellular,259,3,unknown,0
48,admin.,married,secondary,0,719,1,0,cellular,205,1,unknown,0
56,blue-collar,married,primary,0,278,0,1,cellular,261,3,unknown,0
44,management,single,tertiary,0,6350,1,0,cellular,323,1,unknown,0
26,unemployed,single,secondary,0,111,0,0,cellular,537,1,unknown,1
35,admin.,married,primary,0,1994,0,0,cellular,64,1,unknown,0
35,services,married,secondary,0,0,0,1,telephone,42,1,unknown,0
28,self-employed,single,tertiary,0,25,0,0,cellular,618,1,unknown,0
54,management,married,secondary,0,4816,0,1,cellular,406,1,unknown,0
36,blue-collar,married,secondary,0,56,1,0,cellular,183,1,unknown,0
28,blue-collar,single,primary,0,150,0,1,cellular,112,2,unknown,0
35,admin.,married,secondary,0,332,0,0,cellular,199,2,unknown,0
53,management,married,tertiary,0,0,1,0,cellular,296,1,unknown,0
60,housemaid,married,primary,0,2270,1,0,cellular,206,1,unknown,0
33,management,married,unknown,0,117,0,1,cellular,133,2,unknown,0
35,blue-collar,married,secondary,0,616,0,0,cellular,317,1,unknown,0
39,entrepreneur,married,tertiary,0,628,1,0,cellular,97,1,unknown,0
53,retired,single,tertiary,0,888,1,0,cellular,128,1,unknown,0
46,entrepreneur,married,secondary,0,118,1,0,cellular,296,1,unknown,0
41,technician,married,tertiary,0,532,1,0,cellular,74,1,unknown,0
46,management,married,tertiary,0,-591,0,0,cellular,126,1,unknown,0
33,admin.,married,tertiary,0,0,1,1,cellular,389,3,unknown,0
50,management,married,unknown,0,0,0,0,cellular,99,2,unknown,0
30,self-employed,married,tertiary,0,5,1,1,cellular,99,2,unknown,0
52,technician,married,tertiary,0,3440,1,0,cellular,194,1,unknown,0
46,blue-collar,married,unknown,0,990,1,0,cellular,420,1,unknown,0
45,blue-collar,divorced,primary,0,452,1,0,cellular,96,1,unknown,0
57,housemaid,married,primary,0,2,0,0,telephone,138,3,unknown,0
45,management,divorced,tertiary,0,702,0,1,cellular,110,1,unknown,0
41,management,married,tertiary,0,0,0,1,cellular,55,1,unknown,0
57,blue-collar,married,secondary,0,0,0,1,cellular,45,1,unknown,0
41,technician,married,secondary,0,351,1,0,cellular,175,1,unknown,0
51,self-employed,married,secondary,0,-201,0,1,cellular,153,2,unknown,0
50,services,married,secondary,0,1572,1,0,cellular,185,1,unknown,0
59,self-employed,married,secondary,0,170,0,0,cellular,62,1,unknown,0
44,technician,married,secondary,0,266,1,0,cellular,72,1,unknown,0
49,admin.,married,secondary,0,167,0,1,cellular,51,1,unknown,0
26,services,married,secondary,0,25,0,0,cellular,94,1,unknown,0
45,blue-collar,single,secondary,0,-100,1,0,cellular,93,1,unknown,0
34,housemaid,married,primary,0,-1,1,0,cellular,272,1,unknown,0
34,blue-collar,divorced,secondary,0,-154,0,0,cellular,295,1,unknown,0
50,self-employed,married,secondary,0,38,1,0,cellular,42,1,unknown,0
36,admin.,single,secondary,0,281,0,0,cellular,225,2,unknown,0
30,management,married,tertiary,0,0,1,0,cellular,127,1,unknown,0
54,services,married,secondary,0,-22,0,1,cellular,85,1,unknown,0
44,management,married,secondary,0,438,1,0,telephone,42,1,unknown,0
45,technician,married,secondary,0,2020,1,0,cellular,55,1,unknown,0
59,management,divorced,primary,0,133,1,0,cellular,206,1,unknown,0
40,blue-collar,married,primary,0,665,1,0,cellular,781,1,unknown,1
45,technician,married,secondary,0,0,0,0,cellular,113,2,unknown,0
59,unemployed,married,tertiary,0,6,1,0,cellular,275,1,unknown,0
56,technician,married,tertiary,0,787,0,1,cellular,92,1,unknown,0
40,management,single,tertiary,0,1247,1,0,cellular,157,1,unknown,0
45,services,divorced,secondary,0,5758,1,0,telephone,16,1,unknown,0
53,technician,single,secondary,0,-165,1,0,cellular,89,1,unknown,0
53,blue-collar,married,secondary,0,-626,1,0,cellular,205,1,unknown,0
33,services,married,secondary,0,0,0,0,cellular,128,1,unknown,0
30,management,single,secondary,0,1090,1,0,cellular,65,1,unknown,0
35,technician,married,secondary,0,2355,1,0,cellular,515,1,unknown,0
27,services,single,secondary,0,387,0,1,cellular,194,1,unknown,0
60,retired,married,primary,0,838,0,0,cellular,147,1,unknown,0
35,admin.,married,secondary,0,1,1,0,cellular,112,1,unknown,0
33,management,single,tertiary,0,191,0,1,telephone,25,1,unknown,0
45,blue-collar,married,secondary,0,4855,1,0,cellular,285,1,unknown,0
42,self-employed,married,secondary,0,634,1,0,cellular,61,1,unknown,0
31,management,married,tertiary,0,272,1,0,cellular,174,1,unknown,0
51,entrepreneur,married,tertiary,0,-267,1,0,cellular,42,1,unknown,0
52,blue-collar,married,unknown,0,0,1,0,cellular,1486,1,unknown,1
34,blue-collar,single,secondary,0,0,1,0,cellular,130,1,unknown,0
56,retired,married,tertiary,0,24,0,1,cellular,44,1,unknown,0
40,admin.,married,secondary,0,0,1,1,cellular,145,1,unknown,0
43,blue-collar,married,secondary,0,173,0,1,telephone,238,8,unknown,0
44,management,single,tertiary,0,1206,0,0,cellular,160,2,unknown,0
37,admin.,married,primary,0,214,1,0,cellular,645,1,unknown,1
36,technician,married,tertiary,0,3043,1,0,cellular,254,1,unknown,0
43,blue-collar,single,primary,0,0,0,0,cellular,1242,1,unknown,1
58,entrepreneur,married,tertiary,0,776,1,0,telephone,990,1,unknown,1
37,housemaid,married,tertiary,0,8,1,0,cellular,64,1,unknown,0
31,management,single,unknown,0,1023,0,1,cellular,219,1,unknown,0
55,blue-collar,married,primary,0,283,0,1,cellular,115,1,unknown,0
47,blue-collar,married,secondary,0,690,1,0,cellular,113,1,unknown,0
53,housemaid,married,primary,0,-286,1,0,cellular,126,1,unknown,0
41,services,divorced,tertiary,0,1583,1,0,cellular,662,1,unknown,1
49,blue-collar,married,secondary,0,0,0,1,cellular,625,1,unknown,1
40,admin.,divorced,secondary,0,4,1,0,cellular,189,1,unknown,0
43,management,single,tertiary,0,-2,0,1,cellular,124,1,unknown,0
41,admin.,married,primary,0,4488,1,0,cellular,321,1,unknown,0
30,services,single,primary,0,6,1,1,cellular,102,1,unknown,0
36,technician,married,secondary,0,264,1,1,cellular,482,1,unknown,0
43,technician,married,secondary,0,-754,1,1,cellular,727,3,unknown,1
28,services,single,secondary,0,1950,0,0,cellular,147,1,unknown,0
35,housemaid,married,primary,0,218,1,0,cellular,127,1,unknown,0
36,admin.,single,secondary,0,47,0,1,cellular,36,6,unknown,0
44,management,married,tertiary,0,368,0,0,cellular,73,3,unknown,0
43,management,divorced,tertiary,0,-410,0,1,cellular,189,1,unknown,0
34,admin.,married,secondary,0,0,1,1,cellular,127,1,unknown,0
54,self-employed,married,primary,0,0,0,1,telephone,130,2,unknown,0
60,blue-collar,married,secondary,0,19447,1,0,telephone,196,1,unknown,0
39,blue-collar,married,secondary,0,1045,1,1,cellular,290,13,unknown,0
48,technician,married,secondary,0,-205,1,1,cellular,112,1,unknown,0
46,self-employed,married,tertiary,0,917,0,0,cellular,389,5,unknown,0
33,management,married,tertiary,0,0,1,0,cellular,310,1,unknown,0
41,management,single,tertiary,0,-426,1,0,cellular,294,1,unknown,0
59,retired,married,unknown,1,-114,0,1,cellular,611,2,unknown,0
34,technician,married,secondary,0,0,0,1,cellular,62,1,unknown,0
29,technician,married,secondary,0,492,1,0,cellular,259,1,unknown,0
25,student,married,tertiary,0,0,1,0,cellular,160,1,unknown,0
40,admin.,married,secondary,0,-253,1,0,cellular,177,1,unknown,0
35,management,married,tertiary,0,2682,1,0,cellular,156,1,unknown,0
28,self-employed,single,secondary,0,241,1,0,cellular,275,1,unknown,0
39,management,single,tertiary,0,416,0,0,cellular,427,1,unknown,0
57,services,married,secondary,0,140,1,0,cellular,143,1,unknown,0
44,technician,married,secondary,0,381,1,0,cellular,92,1,unknown,0
53,technician,divorced,secondary,0,320,0,0,cellular,175,1,unknown,0
45,management,married,tertiary,0,4693,0,1,cellular,148,2,unknown,0
37,management,married,unknown,0,247,0,0,cellular,366,1,unknown,0
31,services,divorced,unknown,0,0,0,1,cellular,138,1,unknown,0
42,housemaid,married,secondary,0,808,1,0,cellular,121,1,unknown,0
60,housemaid,married,secondary,0,681,0,1,cellular,337,1,unknown,0
31,admin.,single,secondary,0,1,0,0,cellular,236,1,unknown,0
43,retired,single,primary,0,140,0,1,telephone,52,1,unknown,0
48,technician,married,primary,0,788,0,0,telephone,36,2,unknown,0
35,management,single,unknown,0,2361,0,0,cellular,90,10,unknown,0
29,admin.,divorced,tertiary,1,0,0,1,cellular,426,3,unknown,1
44,entrepreneur,married,tertiary,0,1808,1,0,cellular,127,1,unknown,0
54,management,married,primary,0,621,0,1,cellular,180,1,unknown,0
57,retired,single,secondary,0,976,1,0,cellular,98,1,unknown,0
55,retired,married,tertiary,0,101,1,0,cellular,111,1,unknown,0
37,blue-collar,married,unknown,0,0,1,0,cellular,90,1,unknown,0
41,entrepreneur,married,secondary,0,557,0,1,cellular,72,1,unknown,0
45,technician,married,secondary,0,1028,1,0,cellular,113,1,unknown,0
57,technician,married,secondary,0,323,1,0,telephone,54,1,unknown,0
35,management,divorced,tertiary,0,6997,1,0,cellular,1121,1,unknown,1
42,entrepreneur,married,tertiary,0,0,0,0,cellular,236,1,unknown,0
52,management,married,primary,0,324,0,0,cellular,81,1,unknown,0
34,technician,married,secondary,0,0,0,0,cellular,628,1,unknown,0
43,blue-collar,divorced,primary,0,75,1,0,cellular,118,1,unknown,0
60,retired,married,unknown,0,2150,1,1,cellular,119,1,unknown,0
57,self-employed,married,secondary,0,65,0,1,cellular,171,1,unknown,0
32,housemaid,married,secondary,0,216,0,1,cellular,71,6,unknown,0
34,entrepreneur,married,tertiary,0,475,1,1,cellular,1156,1,unknown,0
44,blue-collar,single,primary,0,142,1,0,cellular,668,1,unknown,0
31,management,single,tertiary,0,933,1,0,cellular,134,1,unknown,0
35,self-employed,married,secondary,0,734,0,1,cellular,128,2,unknown,0
28,technician,single,secondary,0,441,0,1,cellular,171,2,unknown,0
41,housemaid,single,secondary,0,231,0,0,cellular,76,2,unknown,0
45,admin.,married,secondary,0,335,0,0,cellular,89,3,unknown,0
35,blue-collar,married,secondary,0,0,1,0,cellular,277,1,unknown,0
46,technician,married,secondary,1,4,0,1,cellular,78,1,unknown,0
28,admin.,single,secondary,0,404,0,1,cellular,188,1,unknown,0
39,services,divorced,secondary,0,687,1,0,cellular,869,1,unknown,1
52,management,married,tertiary,0,0,1,0,cellular,197,1,unknown,0
33,services,married,secondary,0,-384,1,0,cellular,125,1,unknown,0
54,blue-collar,divorced,primary,0,-182,0,0,cellular,98,1,unknown,0
38,management,married,tertiary,1,327,1,1,cellular,556,5,unknown,1
39,blue-collar,married,secondary,0,750,1,1,cellular,175,1,unknown,0
39,technician,single,secondary,0,4380,0,0,telephone,87,8,unknown,0
49,technician,single,secondary,0,-120,1,1,cellular,100,5,unknown,0
42,blue-collar,married,secondary,0,704,1,0,telephone,31,1,unknown,0
39,services,divorced,secondary,0,-388,1,0,cellular,205,2,unknown,0
50,management,married,secondary,0,1457,0,1,cellular,167,1,unknown,0
57,admin.,married,primary,0,389,0,0,cellular,108,2,unknown,0
45,admin.,married,secondary,0,1097,1,1,cellular,180,1,unknown,0
42,blue-collar,married,secondary,0,-422,0,0,cellular,31,1,unknown,0
56,blue-collar,married,primary,1,-160,0,0,cellular,96,2,unknown,0
59,blue-collar,married,primary,0,625,0,0,cellular,133,1,unknown,0
40,services,married,secondary,0,105,1,0,cellular,161,1,unknown,0
46,management,married,tertiary,0,375,0,0,cellular,130,1,unknown,0
56,retired,married,primary,0,122,0,1,cellular,145,1,unknown,0
37,self-employed,married,tertiary,0,1146,0,1,cellular,80,1,unknown,0
39,blue-collar,married,primary,0,3324,0,0,cellular,108,1,unknown,0
40,services,married,secondary,0,22,1,1,telephone,145,2,unknown,0
48,admin.,married,secondary,0,113,1,1,cellular,532,1,unknown,0
32,blue-collar,married,primary,0,187,0,0,cellular,91,1,unknown,0
42,blue-collar,married,secondary,0,380,1,0,cellular,124,2,unknown,0
33,entrepreneur,married,tertiary,0,127,0,1,cellular,279,1,unknown,0
35,blue-collar,single,secondary,0,113,0,0,cellular,143,1,unknown,0
30,unemployed,married,secondary,0,1210,0,0,cellular,100,4,unknown,0
39,blue-collar,married,secondary,0,1751,0,0,cellular,178,2,unknown,0
52,admin.,married,secondary,0,32,0,1,cellular,103,1,unknown,0
25,technician,single,secondary,0,959,0,0,cellular,144,5,unknown,0
39,management,married,tertiary,0,1070,1,1,cellular,71,1,unknown,0
37,self-employed,married,tertiary,0,865,1,1,cellular,332,1,unknown,0
48,blue-collar,married,secondary,0,425,1,0,telephone,693,2,unknown,0
43,management,single,tertiary,0,3872,1,0,cellular,225,2,unknown,0
